session_id,user_id,channel,device_type,region,traffic_source,category,session_length,total_time_spent,total_interactions,num_events,converted,dropped_off,purchase_value
S0002917,U004802,mobile,desktop,UK,affiliate,Electronics,5,94,5,5,0,1,0.0
S0002918,U004188,web,android,CA,affiliate,Sports,4,72,4,4,1,0,472.31
S0002919,U005538,web,desktop,DE,paid_search,Shoes,3,9,3,3,0,1,0.0
S0002920,U005794,web,ios,JP,paid_search,Electronics,4,45,4,4,0,1,0.0
S0002921,U006227,web,android,UK,affiliate,Accessories,3,33,3,3,0,1,0.0
S0002922,U003015,mobile,desktop,CA,organic,Groceries,7,130,7,7,0,1,0.0
S0002923,U005471,mobile,ios,CA,organic,Electronics,5,73,5,5,0,1,0.0
S0002924,U005642,mobile,ios,US,affiliate,Sports,7,115,7,7,0,1,0.0
S0002925,U002882,mobile,desktop,CA,social,Home,7,106,7,7,0,1,0.0
S0002926,U002154,mobile,android,UK,social,Electronics,7,116,7,7,0,1,0.0
S0002927,U002442,mobile,ios,US,organic,Electronics,6,103,6,6,1,0,335.7
S0002928,U005059,mobile,ios,DE,direct,Home,5,63,5,5,0,1,0.0
S0002929,U000947,mobile,ios,US,affiliate,Apparel,6,98,6,6,0,1,0.0
S0002930,U007488,app,android,JP,paid_search,Home,7,152,7,7,0,1,0.0
S0002931,U001305,web,android,BR,direct,Accessories,6,100,6,6,0,1,0.0
S0002932,U002304,web,android,US,affiliate,Apparel,7,177,7,7,0,1,0.0
S0002933,U001927,web,tablet,US,social,Accessories,5,87,5,5,0,1,0.0
S0002934,U002325,app,desktop,JP,affiliate,Home,6,91,6,6,0,1,0.0
S0002935,U006783,web,desktop,US,referral,Home,8,171,8,8,0,1,0.0
S0002936,U000974,web,android,CA,email,Sports,9,137,9,9,0,1,0.0
S0002937,U004674,app,android,UK,paid_search,Sports,5,136,5,5,0,1,0.0
S0002938,U000875,mobile,desktop,AU,organic,Shoes,8,101,8,8,0,1,0.0
S0002939,U000201,web,tablet,IN,affiliate,Groceries,3,34,3,3,0,1,0.0
S0002940,U001960,mobile,android,IN,affiliate,Home,3,44,3,3,0,1,0.0
S0002941,U006570,app,tablet,UK,paid_search,Shoes,5,114,5,5,0,1,0.0
S0002942,U006991,web,desktop,AU,organic,Apparel,6,100,6,6,1,0,94.81
S0002943,U000304,mobile,ios,DE,referral,Groceries,6,93,6,6,1,0,369.54
S0002944,U003544,web,android,DE,social,Electronics,6,130,6,6,1,0,279.41
S0002945,U003702,app,ios,CA,email,Electronics,6,158,6,6,0,1,0.0
S0002946,U005670,mobile,android,FR,paid_search,Groceries,8,134,8,8,0,1,0.0
S0002947,U000381,mobile,android,FR,paid_search,Sports,5,128,5,5,0,1,0.0
S0002948,U002846,app,ios,DE,affiliate,Home,4,50,4,4,0,1,0.0
S0002949,U004352,web,android,AU,social,Electronics,3,72,3,3,0,1,0.0
S0002950,U002154,app,android,JP,affiliate,Electronics,5,110,5,5,0,1,0.0
S0002951,U005309,app,ios,DE,email,Sports,5,98,5,5,0,1,0.0
S0002952,U004281,mobile,ios,JP,affiliate,Beauty,8,113,8,8,1,0,210.24
S0002953,U000582,app,tablet,CA,social,Accessories,4,78,4,4,0,1,0.0
S0002954,U005249,web,desktop,AU,affiliate,Sports,3,80,3,3,0,1,0.0
S0002955,U003001,web,ios,US,email,Apparel,8,174,8,8,0,1,0.0
S0002956,U003502,mobile,desktop,BR,email,Sports,5,88,5,5,0,1,0.0
S0002957,U006820,web,tablet,IN,organic,Home,3,39,3,3,0,1,0.0
S0002958,U004842,app,tablet,JP,affiliate,Electronics,6,73,6,6,0,1,0.0
S0002959,U003390,web,desktop,US,email,Home,4,59,4,4,0,1,0.0
S0002960,U004208,web,tablet,AU,email,Shoes,4,73,4,4,0,1,0.0
S0002961,U000336,mobile,desktop,US,organic,Shoes,7,125,7,7,0,1,0.0
S0002962,U006818,app,tablet,UK,direct,Accessories,10,173,10,10,1,0,453.15
S0002963,U001228,mobile,tablet,UK,social,Apparel,6,89,6,6,0,1,0.0
S0002964,U000162,mobile,android,DE,affiliate,Groceries,6,58,6,6,1,0,68.93
S0002965,U000413,app,android,JP,direct,Beauty,6,117,6,6,0,1,0.0
S0002966,U005403,app,android,AU,direct,Home,7,87,7,7,0,1,0.0
S0002967,U000868,mobile,tablet,JP,affiliate,Home,5,98,5,5,0,1,0.0
S0002968,U005038,web,tablet,DE,paid_search,Shoes,7,90,7,7,0,1,0.0
S0002969,U004901,app,android,US,affiliate,Home,3,40,3,3,0,1,0.0
S0002970,U007086,mobile,android,BR,referral,Beauty,7,112,7,7,1,0,90.73
S0002971,U006115,web,tablet,CA,affiliate,Electronics,8,144,8,8,0,1,0.0
S0002972,U001550,app,ios,US,referral,Apparel,6,60,6,6,0,1,0.0
S0002973,U001762,web,android,DE,referral,Electronics,6,132,6,6,0,1,0.0
S0002974,U002485,app,desktop,CA,affiliate,Electronics,4,82,4,4,0,1,0.0
S0002975,U005234,web,android,UK,referral,Home,6,100,6,6,0,1,0.0
S0002976,U001736,mobile,android,IN,paid_search,Sports,5,80,5,5,0,1,0.0
S0002977,U007360,mobile,desktop,AU,social,Groceries,5,82,5,5,1,0,395.36
S0002978,U004561,web,android,US,social,Electronics,6,85,6,6,0,1,0.0
S0002979,U001197,app,ios,FR,direct,Shoes,8,120,8,8,0,1,0.0
S0002980,U003759,web,tablet,BR,organic,Electronics,5,46,5,5,0,1,0.0
S0002981,U005491,app,desktop,FR,social,Accessories,7,77,7,7,0,1,0.0
S0002982,U002915,mobile,android,JP,paid_search,Accessories,8,118,8,8,0,1,0.0
S0002983,U001463,mobile,android,AU,referral,Electronics,3,61,3,3,0,1,0.0
S0002984,U000078,mobile,desktop,FR,organic,Home,5,61,5,5,0,1,0.0
S0002985,U004477,mobile,tablet,CA,direct,Accessories,6,92,6,6,1,0,366.78
S0002986,U002742,web,tablet,AU,referral,Accessories,6,103,6,6,0,1,0.0
S0002987,U001810,app,desktop,UK,email,Beauty,8,145,8,8,0,1,0.0
S0002988,U002552,app,tablet,JP,organic,Sports,9,185,9,9,0,1,0.0
S0002989,U003478,web,desktop,IN,email,Apparel,7,112,7,7,0,1,0.0
S0002990,U001821,app,ios,JP,organic,Home,6,135,6,6,0,1,0.0
S0002991,U004244,app,android,DE,organic,Groceries,6,85,6,6,0,1,0.0
S0002992,U001394,app,desktop,CA,direct,Shoes,6,96,6,6,1,0,212.03
S0002993,U002666,web,tablet,UK,affiliate,Beauty,3,28,3,3,0,1,0.0
S0002994,U006019,app,tablet,BR,organic,Electronics,6,136,6,6,1,0,165.22
S0002995,U006047,mobile,desktop,DE,referral,Beauty,4,104,4,4,0,1,0.0
S0002996,U000796,web,ios,IN,social,Electronics,4,77,4,4,0,1,0.0
S0002997,U003742,mobile,tablet,BR,email,Shoes,5,54,5,5,0,1,0.0
S0002998,U000366,app,desktop,AU,direct,Groceries,7,77,7,7,0,1,0.0
S0002999,U007092,app,desktop,DE,paid_search,Sports,9,141,9,9,0,1,0.0
S0003000,U003175,web,desktop,BR,direct,Sports,6,80,6,6,0,1,0.0
S0003001,U006890,app,tablet,BR,direct,Apparel,7,122,7,7,0,1,0.0
S0003002,U003532,app,ios,AU,paid_search,Sports,6,83,6,6,0,1,0.0
S0003003,U002761,mobile,ios,JP,organic,Accessories,4,66,4,4,1,0,143.98
S0003004,U002672,app,tablet,JP,affiliate,Accessories,8,157,8,8,0,1,0.0
S0003005,U001758,web,ios,JP,email,Apparel,3,77,3,3,1,0,92.38
S0003006,U001411,web,android,IN,organic,Electronics,6,119,6,6,0,1,0.0
S0003007,U002669,mobile,tablet,DE,referral,Apparel,11,138,11,11,0,1,0.0
S0003008,U006304,mobile,ios,UK,social,Groceries,4,99,4,4,0,1,0.0
S0003009,U004610,app,tablet,IN,affiliate,Electronics,6,121,6,6,0,1,0.0
S0003010,U003473,mobile,tablet,CA,email,Groceries,4,73,4,4,0,1,0.0
S0003011,U007103,app,ios,IN,email,Home,5,66,5,5,0,1,0.0
S0003012,U004796,web,ios,UK,referral,Shoes,7,120,7,7,0,1,0.0
S0003013,U006681,web,desktop,UK,email,Groceries,6,128,6,6,1,0,261.86
S0003014,U004499,mobile,tablet,AU,direct,Beauty,6,113,6,6,0,1,0.0
S0003015,U005303,web,ios,FR,affiliate,Shoes,5,119,5,5,0,1,0.0
S0003016,U003216,mobile,android,BR,paid_search,Beauty,5,66,5,5,0,1,0.0
S0003017,U000792,web,tablet,US,email,Groceries,8,175,8,8,0,1,0.0
S0003018,U006444,app,tablet,CA,organic,Beauty,7,120,7,7,0,1,0.0
S0003019,U002747,app,tablet,AU,affiliate,Shoes,4,69,4,4,0,1,0.0
S0003020,U005603,app,ios,AU,organic,Accessories,7,117,7,7,0,1,0.0
S0003021,U000263,mobile,ios,DE,paid_search,Home,7,125,7,7,0,1,0.0
S0003022,U001331,mobile,android,JP,referral,Apparel,10,208,10,10,0,1,0.0
S0003023,U000657,web,desktop,DE,referral,Apparel,8,79,8,8,1,0,66.53
S0003024,U000423,mobile,tablet,BR,affiliate,Home,3,60,3,3,0,1,0.0
S0003025,U003048,mobile,tablet,UK,organic,Accessories,7,97,7,7,0,1,0.0
S0003026,U005298,app,ios,FR,referral,Electronics,4,39,4,4,0,1,0.0
S0003027,U005730,web,tablet,BR,direct,Shoes,6,101,6,6,0,1,0.0
S0003028,U004447,app,tablet,DE,referral,Electronics,7,75,7,7,0,1,0.0
S0003029,U003007,app,android,JP,affiliate,Beauty,5,78,5,5,0,1,0.0
S0003030,U002359,web,desktop,BR,paid_search,Apparel,9,126,9,9,1,0,322.81
S0003031,U006309,web,tablet,FR,paid_search,Apparel,10,159,10,10,0,1,0.0
S0003032,U005153,app,tablet,IN,direct,Home,3,26,3,3,0,1,0.0
S0003033,U002014,web,tablet,IN,affiliate,Groceries,5,89,5,5,0,1,0.0
S0003034,U004201,mobile,tablet,IN,direct,Beauty,6,137,6,6,0,1,0.0
S0003035,U004452,web,ios,AU,organic,Sports,9,167,9,9,0,1,0.0
S0003036,U005896,mobile,ios,FR,direct,Apparel,6,137,6,6,0,1,0.0
S0003037,U004365,app,android,US,referral,Electronics,7,169,7,7,0,1,0.0
S0003038,U001293,web,desktop,FR,organic,Beauty,7,114,7,7,0,1,0.0
S0003039,U001157,mobile,tablet,US,paid_search,Beauty,4,70,4,4,0,1,0.0
S0003040,U004512,mobile,tablet,CA,referral,Sports,8,147,8,8,0,1,0.0
S0003041,U007480,mobile,ios,FR,affiliate,Electronics,4,66,4,4,0,1,0.0
S0003042,U005050,mobile,tablet,BR,referral,Groceries,4,63,4,4,0,1,0.0
S0003043,U001924,mobile,desktop,FR,referral,Shoes,5,79,5,5,0,1,0.0
S0003044,U005716,mobile,desktop,FR,affiliate,Home,7,167,7,7,0,1,0.0
S0003045,U001993,app,android,US,organic,Electronics,5,79,5,5,0,1,0.0
S0003046,U001270,mobile,desktop,AU,organic,Shoes,3,71,3,3,0,1,0.0
S0003047,U002998,mobile,ios,IN,affiliate,Apparel,4,51,4,4,0,1,0.0
S0003048,U001487,web,android,DE,social,Apparel,3,42,3,3,0,1,0.0
S0003049,U007455,mobile,ios,IN,organic,Shoes,7,118,7,7,0,1,0.0
S0003050,U006736,mobile,desktop,UK,affiliate,Accessories,8,114,8,8,1,0,111.83
S0003051,U002573,app,tablet,JP,paid_search,Home,4,61,4,4,0,1,0.0
S0003052,U002955,web,android,BR,organic,Beauty,4,70,4,4,0,1,0.0
S0003053,U005347,web,android,DE,referral,Sports,7,110,7,7,1,0,359.41
S0003054,U002522,web,tablet,CA,referral,Beauty,5,69,5,5,0,1,0.0
S0003055,U000225,mobile,desktop,FR,direct,Beauty,4,94,4,4,0,1,0.0
S0003056,U006882,mobile,tablet,US,email,Groceries,7,114,7,7,1,0,359.41
S0003057,U003971,app,tablet,IN,direct,Sports,7,116,7,7,0,1,0.0
S0003058,U001132,mobile,tablet,DE,organic,Beauty,8,190,8,8,0,1,0.0
S0003059,U006413,web,ios,US,organic,Electronics,7,114,7,7,1,0,174.2
S0003060,U005187,mobile,android,FR,email,Sports,5,124,5,5,0,1,0.0
S0003061,U007434,app,ios,AU,direct,Apparel,3,86,3,3,1,0,17.04
S0003062,U006990,mobile,android,IN,email,Sports,6,63,6,6,0,1,0.0
S0003063,U007138,mobile,android,UK,social,Groceries,5,60,5,5,0,1,0.0
S0003064,U000292,mobile,tablet,AU,affiliate,Apparel,5,50,5,5,0,1,0.0
S0003065,U006368,app,ios,FR,email,Home,8,118,8,8,0,1,0.0
S0003066,U001512,mobile,android,DE,direct,Apparel,9,170,9,9,1,0,25.18
S0003067,U000633,mobile,desktop,FR,affiliate,Apparel,5,115,5,5,1,0,367.62
S0003068,U003738,web,ios,JP,referral,Accessories,9,153,9,9,1,0,81.41
S0003069,U000985,app,tablet,AU,social,Home,7,110,7,7,0,1,0.0
S0003070,U003599,app,tablet,US,organic,Home,5,96,5,5,1,0,88.9
S0003071,U002591,mobile,desktop,AU,direct,Apparel,5,64,5,5,0,1,0.0
S0003072,U000547,web,desktop,JP,affiliate,Electronics,6,127,6,6,1,0,199.26
S0003073,U005022,mobile,desktop,FR,email,Beauty,10,160,10,10,0,1,0.0
S0003074,U003067,app,android,UK,social,Apparel,6,106,6,6,1,0,116.1
S0003075,U004498,mobile,tablet,CA,email,Apparel,6,119,6,6,0,1,0.0
S0003076,U007026,app,ios,CA,referral,Shoes,4,82,4,4,1,0,233.69
S0003077,U002789,web,desktop,US,email,Shoes,6,136,6,6,0,1,0.0
S0003078,U000433,web,tablet,JP,paid_search,Apparel,7,124,7,7,0,1,0.0
S0003079,U007296,mobile,android,US,email,Electronics,7,124,7,7,0,1,0.0
S0003080,U003836,mobile,desktop,AU,paid_search,Beauty,5,75,5,5,0,1,0.0
S0003081,U005789,web,android,JP,organic,Electronics,4,88,4,4,0,1,0.0
S0003082,U006481,app,ios,UK,email,Groceries,9,135,9,9,0,1,0.0
S0003083,U001371,app,ios,DE,social,Home,3,56,3,3,1,0,450.51
S0003084,U005295,mobile,android,DE,direct,Sports,4,96,4,4,1,0,259.42
S0003085,U004887,app,tablet,JP,social,Groceries,4,68,4,4,1,0,261.82
S0003086,U003569,app,tablet,IN,email,Accessories,7,117,7,7,0,1,0.0
S0003087,U005252,web,android,UK,social,Electronics,4,60,4,4,1,0,311.21
S0003088,U004313,web,ios,FR,direct,Apparel,4,67,4,4,0,1,0.0
S0003089,U002799,mobile,desktop,CA,social,Shoes,8,167,8,8,0,1,0.0
S0003090,U003898,mobile,desktop,UK,direct,Shoes,3,79,3,3,0,1,0.0
S0003091,U001330,web,ios,CA,direct,Beauty,4,78,4,4,0,1,0.0
S0003092,U001839,web,android,CA,social,Apparel,4,79,4,4,0,1,0.0
S0003093,U006094,web,android,DE,social,Accessories,4,76,4,4,0,1,0.0
S0003094,U006839,mobile,tablet,JP,email,Sports,6,116,6,6,1,0,196.12
S0003095,U002446,web,tablet,CA,paid_search,Beauty,4,75,4,4,0,1,0.0
S0003096,U005876,app,desktop,IN,organic,Beauty,7,123,7,7,1,0,88.62
S0003097,U003581,web,desktop,FR,paid_search,Accessories,4,94,4,4,1,0,258.78
S0003098,U004169,web,desktop,AU,email,Sports,8,127,8,8,0,1,0.0
S0003099,U003185,web,desktop,IN,direct,Shoes,7,150,7,7,1,0,420.25
S0003100,U001661,mobile,ios,US,direct,Groceries,8,133,8,8,0,1,0.0
S0003101,U007072,mobile,tablet,DE,paid_search,Groceries,4,113,4,4,0,1,0.0
S0003102,U002785,mobile,desktop,JP,referral,Sports,7,145,7,7,0,1,0.0
S0003103,U003698,web,android,AU,paid_search,Electronics,5,118,5,5,0,1,0.0
S0003104,U000372,web,desktop,US,direct,Shoes,7,167,7,7,1,0,484.59
S0003105,U000018,web,android,BR,organic,Apparel,8,136,8,8,1,0,299.72
S0003106,U003705,mobile,ios,DE,referral,Accessories,3,63,3,3,0,1,0.0
S0003107,U004913,web,ios,DE,social,Shoes,3,66,3,3,0,1,0.0
S0003108,U001133,app,tablet,IN,direct,Beauty,5,97,5,5,0,1,0.0
S0003109,U004490,app,ios,UK,paid_search,Beauty,4,60,4,4,0,1,0.0
S0003110,U006385,web,desktop,JP,paid_search,Shoes,4,121,4,4,0,1,0.0
S0003111,U006808,app,desktop,UK,email,Beauty,10,152,10,10,0,1,0.0
S0003112,U001625,web,ios,JP,organic,Apparel,6,103,6,6,0,1,0.0
S0003113,U003646,web,ios,IN,organic,Apparel,12,175,12,12,0,1,0.0
S0003114,U000624,mobile,ios,AU,affiliate,Groceries,4,76,4,4,1,0,56.05
S0003115,U000684,mobile,ios,CA,direct,Apparel,5,72,5,5,1,0,316.33
S0003116,U006245,app,android,IN,direct,Groceries,6,125,6,6,1,0,94.38
S0003117,U005599,mobile,tablet,US,social,Apparel,6,91,6,6,0,1,0.0
S0003118,U003771,web,tablet,US,social,Shoes,5,117,5,5,1,0,362.61
S0003119,U007092,app,ios,AU,email,Accessories,6,142,6,6,0,1,0.0
S0003120,U003175,mobile,tablet,BR,direct,Groceries,3,56,3,3,0,1,0.0
S0003121,U003166,app,ios,FR,organic,Apparel,7,141,7,7,0,1,0.0
S0003122,U004940,mobile,android,UK,affiliate,Electronics,8,160,8,8,0,1,0.0
S0003123,U006711,app,ios,CA,direct,Home,7,91,7,7,0,1,0.0
S0003124,U003702,app,android,US,affiliate,Shoes,11,186,11,11,0,1,0.0
S0003125,U005231,mobile,ios,UK,direct,Accessories,8,93,8,8,1,0,349.51
S0003126,U000554,app,ios,UK,referral,Sports,7,125,7,7,0,1,0.0
S0003127,U003585,web,tablet,IN,organic,Sports,10,191,10,10,0,1,0.0
S0003128,U000530,app,android,BR,affiliate,Sports,9,138,9,9,0,1,0.0
S0003129,U000981,web,desktop,BR,affiliate,Groceries,4,56,4,4,0,1,0.0
S0003130,U003724,app,desktop,AU,affiliate,Electronics,9,211,9,9,1,0,196.43
S0003131,U006627,mobile,android,US,affiliate,Apparel,4,68,4,4,0,1,0.0
S0003132,U000851,mobile,android,US,email,Groceries,4,94,4,4,1,0,333.45
S0003133,U004924,web,ios,AU,social,Sports,5,86,5,5,0,1,0.0
S0003134,U002318,app,tablet,FR,affiliate,Shoes,9,189,9,9,0,1,0.0
S0003135,U000990,web,tablet,DE,organic,Apparel,4,64,4,4,0,1,0.0
S0003136,U004180,web,android,UK,organic,Sports,7,93,7,7,0,1,0.0
S0003137,U000779,app,tablet,CA,direct,Apparel,7,92,7,7,1,0,10.36
S0003138,U006121,mobile,desktop,UK,referral,Electronics,8,133,8,8,0,1,0.0
S0003139,U006046,web,android,DE,social,Groceries,6,141,6,6,0,1,0.0
S0003140,U006852,web,tablet,UK,email,Sports,3,53,3,3,0,1,0.0
S0003141,U000060,mobile,android,UK,organic,Apparel,3,66,3,3,1,0,196.43
S0003142,U003632,mobile,tablet,UK,organic,Groceries,7,108,7,7,0,1,0.0
S0003143,U006295,web,desktop,BR,direct,Groceries,8,114,8,8,0,1,0.0
S0003144,U006395,mobile,tablet,IN,paid_search,Sports,3,57,3,3,0,1,0.0
S0003145,U004786,web,ios,JP,affiliate,Accessories,6,79,6,6,0,1,0.0
S0003146,U000819,mobile,ios,BR,affiliate,Beauty,5,89,5,5,1,0,314.0
S0003147,U006775,mobile,tablet,AU,social,Groceries,7,140,7,7,0,1,0.0
S0003148,U001150,mobile,desktop,US,direct,Groceries,7,130,7,7,1,0,282.02
S0003149,U001125,mobile,desktop,FR,social,Shoes,6,91,6,6,0,1,0.0
S0003150,U003423,app,ios,FR,affiliate,Apparel,4,41,4,4,1,0,111.83
S0003151,U004426,web,desktop,CA,referral,Shoes,5,113,5,5,0,1,0.0
S0003152,U000061,web,tablet,JP,social,Sports,3,63,3,3,1,0,374.51
S0003153,U000348,mobile,desktop,AU,paid_search,Beauty,6,94,6,6,0,1,0.0
S0003154,U005589,app,android,US,email,Accessories,7,145,7,7,1,0,388.89
S0003155,U003117,mobile,desktop,FR,email,Home,7,98,7,7,1,0,8.16
S0003156,U000814,mobile,tablet,BR,direct,Electronics,4,23,4,4,0,1,0.0
S0003157,U006513,mobile,android,US,organic,Sports,8,172,8,8,0,1,0.0
S0003158,U005863,web,ios,UK,direct,Apparel,6,127,6,6,0,1,0.0
S0003159,U002265,app,android,BR,paid_search,Groceries,9,123,9,9,0,1,0.0
S0003160,U005433,mobile,ios,IN,organic,Beauty,5,98,5,5,0,1,0.0
S0003161,U006842,app,android,US,social,Groceries,4,116,4,4,1,0,255.41
S0003162,U004639,app,android,UK,email,Home,5,117,5,5,1,0,207.66
S0003163,U005856,mobile,android,CA,email,Groceries,8,110,8,8,0,1,0.0
S0003164,U002440,web,tablet,AU,affiliate,Groceries,7,136,7,7,0,1,0.0
S0003165,U002616,app,ios,CA,direct,Shoes,4,62,4,4,1,0,166.04
S0003166,U001514,app,ios,IN,referral,Apparel,5,121,5,5,1,0,146.84
S0003167,U004027,app,tablet,DE,email,Sports,4,56,4,4,0,1,0.0
S0003168,U003429,app,desktop,BR,email,Home,5,83,5,5,1,0,124.99
S0003169,U003232,mobile,ios,UK,social,Apparel,4,69,4,4,0,1,0.0
S0003170,U005476,mobile,tablet,UK,social,Apparel,6,99,6,6,0,1,0.0
S0003171,U002127,web,android,DE,direct,Home,7,133,7,7,0,1,0.0
S0003172,U004074,app,desktop,FR,affiliate,Groceries,6,178,6,6,0,1,0.0
S0003173,U003856,mobile,ios,FR,paid_search,Shoes,6,142,6,6,1,0,41.53
S0003174,U000522,web,ios,IN,referral,Home,7,67,7,7,0,1,0.0
S0003175,U004049,app,ios,AU,direct,Groceries,7,99,7,7,0,1,0.0
S0003176,U007378,mobile,android,CA,referral,Groceries,7,161,7,7,0,1,0.0
S0003177,U004100,web,desktop,CA,referral,Beauty,8,113,8,8,0,1,0.0
S0003178,U001876,web,ios,IN,referral,Shoes,5,97,5,5,0,1,0.0
S0003179,U004814,app,android,US,email,Sports,7,140,7,7,0,1,0.0
S0003180,U007379,web,desktop,JP,referral,Apparel,5,65,5,5,0,1,0.0
S0003181,U005950,app,tablet,US,email,Shoes,5,92,5,5,0,1,0.0
S0003182,U005903,app,tablet,BR,paid_search,Electronics,5,99,5,5,0,1,0.0
S0003183,U004745,mobile,ios,DE,referral,Sports,10,173,10,10,0,1,0.0
S0003184,U006884,app,android,FR,paid_search,Electronics,6,129,6,6,1,0,395.86
S0003185,U001298,web,ios,JP,social,Home,7,133,7,7,0,1,0.0
S0003186,U004463,mobile,tablet,IN,referral,Groceries,8,157,8,8,0,1,0.0
S0003187,U001688,web,ios,UK,social,Accessories,5,67,5,5,0,1,0.0
S0003188,U002190,web,tablet,AU,organic,Groceries,4,59,4,4,0,1,0.0
S0003189,U007354,mobile,android,JP,referral,Groceries,7,136,7,7,0,1,0.0
S0003190,U002600,app,ios,FR,direct,Electronics,4,78,4,4,0,1,0.0
S0003191,U006557,web,android,IN,direct,Home,6,112,6,6,1,0,233.95
S0003192,U000905,web,tablet,IN,affiliate,Accessories,6,81,6,6,0,1,0.0
S0003193,U005314,mobile,desktop,US,direct,Electronics,5,110,5,5,0,1,0.0
S0003194,U006457,web,desktop,UK,affiliate,Apparel,10,171,10,10,1,0,454.68
S0003195,U004329,mobile,tablet,FR,organic,Home,4,58,4,4,0,1,0.0
S0003196,U002160,mobile,desktop,UK,email,Sports,7,132,7,7,0,1,0.0
S0003197,U000993,web,android,IN,organic,Accessories,5,80,5,5,0,1,0.0
S0003198,U001266,web,android,FR,affiliate,Groceries,10,190,10,10,0,1,0.0
S0003199,U002156,mobile,android,BR,email,Accessories,5,79,5,5,1,0,196.12
S0003200,U005651,web,tablet,JP,affiliate,Accessories,4,55,4,4,0,1,0.0
S0003201,U000364,mobile,desktop,DE,email,Home,3,45,3,3,0,1,0.0
S0003202,U006674,web,desktop,US,organic,Apparel,4,72,4,4,1,0,195.62
S0003203,U004093,web,ios,IN,social,Groceries,6,123,6,6,0,1,0.0
S0003204,U000392,web,tablet,BR,social,Electronics,7,115,7,7,0,1,0.0
S0003205,U005229,web,ios,UK,referral,Sports,5,101,5,5,0,1,0.0
S0003206,U001318,app,android,DE,email,Shoes,3,29,3,3,0,1,0.0
S0003207,U005416,web,tablet,US,social,Accessories,7,102,7,7,1,0,285.37
S0003208,U007196,web,tablet,JP,social,Groceries,6,173,6,6,0,1,0.0
S0003209,U000088,mobile,tablet,FR,affiliate,Apparel,7,102,7,7,0,1,0.0
S0003210,U002958,web,tablet,US,social,Electronics,10,195,10,10,0,1,0.0
S0003211,U001786,mobile,tablet,DE,social,Accessories,7,123,7,7,1,0,481.51
S0003212,U006552,app,tablet,US,social,Groceries,7,122,7,7,1,0,311.97
S0003213,U007321,web,ios,JP,email,Home,6,126,6,6,1,0,423.05
S0003214,U005425,web,tablet,JP,referral,Apparel,7,118,7,7,1,0,450.71
S0003215,U006201,web,desktop,JP,direct,Electronics,10,207,10,10,0,1,0.0
S0003216,U000893,app,desktop,BR,direct,Accessories,7,112,7,7,0,1,0.0
S0003217,U007405,app,ios,IN,email,Home,3,47,3,3,0,1,0.0
S0003218,U005158,web,tablet,DE,referral,Apparel,5,91,5,5,0,1,0.0
S0003219,U006905,mobile,desktop,FR,direct,Home,8,142,8,8,1,0,153.98
S0003220,U007122,app,tablet,US,referral,Groceries,4,64,4,4,0,1,0.0
S0003221,U006881,mobile,android,JP,direct,Home,7,97,7,7,0,1,0.0
S0003222,U001091,app,tablet,IN,paid_search,Electronics,7,125,7,7,1,0,370.06
S0003223,U000428,web,android,BR,social,Groceries,7,94,7,7,1,0,271.01
S0003224,U004211,app,ios,BR,affiliate,Home,6,96,6,6,1,0,342.34
S0003225,U000452,app,ios,BR,email,Shoes,7,159,7,7,0,1,0.0
S0003226,U006332,mobile,tablet,UK,social,Home,7,146,7,7,0,1,0.0
S0003227,U005172,app,ios,FR,social,Electronics,7,99,7,7,0,1,0.0
S0003228,U004141,mobile,tablet,CA,organic,Groceries,6,110,6,6,0,1,0.0
S0003229,U003808,web,android,DE,referral,Sports,3,45,3,3,0,1,0.0
S0003230,U006636,app,desktop,BR,paid_search,Accessories,7,95,7,7,0,1,0.0
S0003231,U001950,web,android,JP,organic,Electronics,6,67,6,6,0,1,0.0
S0003232,U006112,web,tablet,AU,email,Accessories,8,118,8,8,0,1,0.0
S0003233,U007368,app,desktop,US,direct,Apparel,5,113,5,5,0,1,0.0
S0003234,U003977,app,ios,UK,social,Shoes,6,148,6,6,0,1,0.0
S0003235,U002836,app,android,US,paid_search,Beauty,6,67,6,6,0,1,0.0
S0003236,U000806,web,desktop,JP,organic,Shoes,5,106,5,5,0,1,0.0
S0003237,U006196,app,desktop,US,direct,Accessories,4,57,4,4,0,1,0.0
S0003238,U004642,app,tablet,IN,paid_search,Beauty,4,84,4,4,1,0,48.03
S0003239,U006118,web,android,CA,direct,Accessories,4,70,4,4,0,1,0.0
S0003240,U006211,web,ios,BR,referral,Accessories,5,119,5,5,1,0,170.92
S0003241,U000065,app,desktop,UK,email,Apparel,6,170,6,6,0,1,0.0
S0003242,U007420,web,tablet,AU,paid_search,Shoes,11,163,11,11,1,0,122.63
S0003243,U005330,mobile,tablet,DE,direct,Accessories,5,91,5,5,0,1,0.0
S0003244,U003534,mobile,ios,JP,paid_search,Accessories,7,141,7,7,0,1,0.0
S0003245,U000853,mobile,tablet,CA,affiliate,Sports,6,105,6,6,0,1,0.0
S0003246,U002820,app,desktop,DE,email,Beauty,4,80,4,4,0,1,0.0
S0003247,U002449,app,ios,BR,social,Groceries,4,62,4,4,1,0,48.06
S0003248,U003956,mobile,ios,JP,referral,Sports,9,157,9,9,0,1,0.0
S0003249,U002123,mobile,tablet,BR,paid_search,Electronics,6,116,6,6,1,0,27.5
